SKU ID,Product Name,Category,Supplier,Warehouse,Opening Stock,Received Qty,Sold Qty,Closing Stock,Reorder Level,Unit Cost,Date
SKU10471,Logitech Keyboard,Electronics,TechNova Pvt Ltd,Pune WH,62,235,169,128,24,39731.32,25-07-2025
SKU10472,Seagate Hard Drive,IT Equipment,,Delhi WH,86,294,420,-40,49,31547.84,19-03-2025
SKU10473,Blue Yeti Microphone,Electronics,Prime Supplies,Bengaluru WH,211,8,199,20,35,2371.29,15-03-2024
SKU10474,Logitech Webcam,Office Supplies,Prime Supplies,Nagpur WH,233,257,108,382,57,38287.18,24-03-2025
SKU10475,Cisco Switch,electronics,Vertex Solutions,Pune WH,245,202,420,27,23,37363.02,12-07-2025
SKU10476,Dell Laptop,Office Supplies,Global Traders,Mumbai WH,201,73,152,122,67,2184.48,09-08-2025
SKU10477,Logitech Keyboard,Electronic,Vertex Solutions,Nagpur WH,355,201,550,6,90,10665.67,23-10-2025
SKU10478,TP-Link Router,electronics,Apex Distributors,Pune WH,485,262,145,602,40,5819.66,18-11-2025
SKU10479,APC UPS,office supplies,Prime Supplies,Nagpur WH,459,290,55,694,90,33617.09,13-09-2024
SKU10479,Cisco Switch,Electronic,NextGen Systems,Pune WH,100,101,185,16,94,33597.65,28-08-2024
SKU10481,Office Chair,IT Equipment,,Nagpur WH,101,145,35,211,44,30855.49,09-11-2024
SKU10482,Office Desk,Electronic,NextGen Systems,Delhi WH,405,299,156,548,92,8515.11,16-11-2024
SKU10483,Seagate Hard Drive,Electronic,Global Traders,Nagpur WH,176,113,328,-39,75,43906.5,18-04-2025
SKU10484,Blue Yeti Microphone,Electronics,Global Traders,Bengaluru WH,278,183,312,149,82,4190.49,14-10-2024
SKU10485,Seagate Hard Drive,office supplies,Prime Supplies,Mumbai WH,489,71,551,9,45,44616.05,03-06-2025
SKU10486,Office Desk,IT Equipment,Vertex Solutions,Mumbai WH,373,15,416,-28,94,27624.54,10-07-2025
SKU10487,HP Scanner,electronics,Apex Distributors,Pune WH,326,241,152,415,66,23288.59,06-06-2025
SKU10488,Dell Laptop,office supplies,Vertex Solutions,Bengaluru WH,96,203,186,113,84,34239.67,10-06-2025
SKU10489,Office Desk,Office Supplies,Global Traders,Delhi WH,121,228,81,268,42,46964.85,11-02-2024
SKU10490,Seagate Hard Drive,Electronic,Vertex Solutions,Mumbai WH,162,249,118,293,28,33462.42,14-06-2025
SKU10491,APC UPS,Electronics,TechNova Pvt Ltd,Nagpur WH,455,184,397,242,80,5250.93,17-06-2025
SKU10492,Blue Yeti Microphone,Office Supplies,Global Traders,Delhi WH,374,140,269,245,94,32718.4,09-01-2025
SKU10493,HP Scanner,electronics,,Nagpur WH,350,39,264,125,52,40880.11,19-12-2024
SKU10494,Canon Printer,IT Equipment,Global Traders,Pune WH,299,246,6,539,84,3946.7,20-10-2025
SKU10495,TP-Link Router,Electronic,Prime Supplies,Pune WH,193,108,76,225,43,20789.22,04-12-2024
SKU10496,Cisco Switch,electronics,Global Traders,Delhi WH,418,58,493,-17,81,1220.06,14-02-2024
SKU10497,Canon Printer,office supplies,TechNova Pvt Ltd,Bengaluru WH,115,293,303,105,40,7428.57,19-06-2024
SKU10498,LG LED Screen,Office Supplies,TechNova Pvt Ltd,Nagpur WH,182,92,264,10,71,47367.97,09-08-2024
SKU10499,Samsung SSD,IT Equipment,Global Traders,Bengaluru WH,279,241,493,27,41,41040.61,05-07-2024
SKU10500,TP-Link Router,office supplies,NextGen Systems,Delhi WH,369,261,270,360,,29867.01,11-03-2024
SKU10501,Dell Mouse,Electronics,Vertex Solutions,Bengaluru WH,167,193,197,163,36,42993.63,31-05-2025
SKU10502,Dell Mouse,electronics,,Bengaluru WH,400,214,153,461,97,30030.71,28-06-2025
SKU10503,Canon Printer,Office Supplies,TechNova Pvt Ltd,Delhi WH,307,60,47,320,81,26150.01,14-01-2025
SKU10504,Samsung SSD,IT Equipment,,Nagpur WH,497,22,542,-23,74,29493.5,14-12-2025
SKU10505,Seagate Hard Drive,IT Equipment,Vertex Solutions,Mumbai WH,344,50,217,177,37,14235.01,10-07-2025
SKU10506,Dell Laptop,Office Supplies,Prime Supplies,Bengaluru WH,259,131,96,294,20,458.98,01-11-2025
SKU10507,Dell Mouse,electronics,,Bengaluru WH,155,161,209,107,66,12756.27,02-07-2025
SKU10508,Seagate Hard Drive,office supplies,,Pune WH,266,289,374,181,98,20720.09,24-07-2025
SKU10509,Blue Yeti Microphone,IT Equipment,Apex Distributors,Nagpur WH,297,91,189,199,91,28924.79,23-12-2025
SKU10510,Samsung SSD,IT Equipment,Global Traders,Mumbai WH,253,70,337,-14,35,10801.46,14-02-2025
SKU10511,HP Monitor,electronics,,Mumbai WH,452,173,563,62,98,40238.03,28-05-2024
SKU10512,Seagate Hard Drive,electronics,NextGen Systems,Mumbai WH,291,222,90,423,28,30490.54,28-01-2025
SKU10513,HP Monitor,electronics,,Delhi WH,255,266,293,228,96,634.45,03-11-2025
SKU10514,HP Monitor,Office Supplies,Vertex Solutions,Bengaluru WH,461,265,292,434,44,8557.2,06-02-2024
SKU10515,TP-Link Router,Electronics,Apex Distributors,Delhi WH,234,122,335,21,20,17721.07,08-02-2025
SKU10516,Dell Laptop,office supplies,Prime Supplies,Mumbai WH,257,300,205,352,86,27524.67,26-07-2025
SKU10517,Samsung SSD,Office Supplies,Vertex Solutions,Delhi WH,348,178,355,171,55,46492.72,11-08-2025
SKU10518,Dell Docking Station,Electronics,Prime Supplies,Bengaluru WH,52,133,44,141,72,14783.17,29-04-2024
SKU10519,Office Desk,Electronic,,Delhi WH,461,262,263,460,88,28202.11,06-09-2024
SKU10520,Office Desk,Electronics,,Mumbai WH,437,173,469,141,78,12965.21,26-01-2025
SKU10521,Lenovo Tablet,Electronic,TechNova Pvt Ltd,Nagpur WH,374,112,235,251,60,12488.05,05-04-2024
SKU10522,TP-Link Router,IT Equipment,NextGen Systems,Nagpur WH,254,175,38,391,90,11006.45,10-08-2025
SKU10523,JBL Headset,electronics,Vertex Solutions,Nagpur WH,187,93,97,183,83,10418.25,26-07-2024
SKU10524,Canon Printer,Electronics,Prime Supplies,Mumbai WH,477,127,633,-29,65,33823.03,10-11-2025
SKU10525,Cisco Switch,Electronic,NextGen Systems,Delhi WH,-302,3,277,-576,25,44916.25,11-08-2025
SKU10526,Dell Docking Station,Electronic,,Pune WH,494,140,502,132,43,37533.45,11-05-2024
SKU10527,Blue Yeti Microphone,Electronics,NextGen Systems,Delhi WH,77,269,216,130,81,43033.97,27-06-2024
SKU10528,APC UPS,Electronic,TechNova Pvt Ltd,Mumbai WH,284,61,357,-12,86,33737.74,23-01-2025
SKU10529,LG LED Screen,Electronic,Global Traders,Bengaluru WH,347,51,166,232,66,13216.17,02-10-2024
SKU10530,Cisco Switch,IT Equipment,Vertex Solutions,Delhi WH,291,175,374,92,43,35065.56,16-01-2025
SKU10531,TP-Link Router,Office Supplies,Global Traders,Bengaluru WH,236,205,143,298,77,34331.99,12-04-2024
SKU10532,Lenovo Tablet,IT Equipment,Vertex Solutions,Pune WH,419,138,241,316,91,40021.87,02-06-2024
SKU10533,Cisco Switch,electronics,NextGen Systems,Delhi WH,292,4,90,206,73,15071.71,29-07-2025
SKU10534,Dell Mouse,office supplies,Global Traders,Mumbai WH,489,290,48,731,70,10851.82,17-09-2024
SKU10535,Seagate Hard Drive,Electronic,NextGen Systems,Bengaluru WH,293,49,230,112,62,27918.83,20-09-2024
SKU10536,Epson Projector,office supplies,Vertex Solutions,Bengaluru WH,226,10,210,26,35,28837.13,26-10-2025
SKU10537,Epson Projector,Electronic,,Delhi WH,325,89,399,15,56,44492.66,25-01-2025
SKU10538,Canon Printer,electronics,NextGen Systems,Delhi WH,364,146,474,36,100,31600.54,08-08-2025
SKU10539,Office Chair,electronics,NextGen Systems,Nagpur WH,257,36,40,253,40,32685.35,28-12-2025
SKU10539,Epson Projector,office supplies,,Delhi WH,186,202,138,250,76,8449.17,24-01-2024
SKU10541,JBL Headset,electronics,,Mumbai WH,114,120,128,106,30,4868.13,29-04-2025
SKU10542,Dell Docking Station,Electronics,Prime Supplies,Nagpur WH,330,27,13,344,70,30943.3,27-03-2024
SKU10543,Samsung SSD,office supplies,Apex Distributors,Delhi WH,385,199,316,268,49,31361.39,14-05-2024
SKU10544,Epson Projector,Electronic,,Delhi WH,319,87,14,392,24,48751.58,07-07-2025
SKU10545,Blue Yeti Microphone,electronics,,Bengaluru WH,189,280,455,14,37,21805.37,17-10-2025
SKU10546,Cisco Switch,Office Supplies,Vertex Solutions,Mumbai WH,377,273,317,333,64,22148.83,09-01-2025
SKU10547,Dell Laptop,Electronics,Global Traders,Nagpur WH,261,133,79,315,58,14409.44,01-07-2025
SKU10548,Dell Laptop,IT Equipment,Apex Distributors,Bengaluru WH,54,251,244,61,58,11637.65,08-01-2024
SKU10549,Blue Yeti Microphone,IT Equipment,,Pune WH,330,191,193,328,72,8247.15,23-10-2025
SKU10550,Seagate Hard Drive,Electronics,,Pune WH,249,193,112,330,,25878.84,19-09-2025
SKU10551,Seagate Hard Drive,IT Equipment,Vertex Solutions,Mumbai WH,463,139,291,311,88,9202.12,23-10-2024
SKU10552,Seagate Hard Drive,office supplies,,Pune WH,106,233,316,23,77,16100.12,04-06-2024
SKU10553,Dell Mouse,Electronic,Apex Distributors,Pune WH,75,273,11,337,43,35788.28,09-01-2024
SKU10554,Cisco Switch,electronics,NextGen Systems,Delhi WH,169,46,77,138,21,15647.68,25-05-2025
SKU10555,Logitech Keyboard,electronics,TechNova Pvt Ltd,Nagpur WH,240,237,32,445,62,38805.08,14-03-2024
SKU10556,Seagate Hard Drive,IT Equipment,TechNova Pvt Ltd,Mumbai WH,328,240,185,383,44,48732.47,11-09-2024
SKU10557,JBL Headset,IT Equipment,Prime Supplies,Bengaluru WH,247,226,253,220,24,33333.79,01-08-2024
SKU10558,TP-Link Router,office supplies,TechNova Pvt Ltd,Bengaluru WH,292,199,319,172,61,26094.22,16-09-2024
SKU10559,HP Monitor,office supplies,Vertex Solutions,Mumbai WH,296,152,101,347,66,11874.7,20-03-2025
SKU10560,Office Desk,Electronics,,Pune WH,216,7,85,138,55,545.6,13-02-2024
SKU10561,Epson Projector,Electronics,Vertex Solutions,Pune WH,347,243,610,-20,39,25045.97,03-12-2025
SKU10562,Epson Projector,office supplies,Global Traders,Bengaluru WH,366,173,61,478,27,39594.17,08-05-2024
SKU10563,Epson Projector,IT Equipment,Vertex Solutions,Mumbai WH,299,119,162,256,91,34493.57,01-01-2025
SKU10564,Cisco Switch,office supplies,,Bengaluru WH,420,68,256,232,25,14806.26,14-12-2025
SKU10565,Blue Yeti Microphone,Electronic,NextGen Systems,Delhi WH,300,97,290,107,43,13838.69,05-09-2025
SKU10566,Dell Docking Station,electronics,,Nagpur WH,490,283,164,609,28,40988.99,08-07-2025
SKU10567,HP Scanner,office supplies,Global Traders,Mumbai WH,237,232,0,469,84,31024.76,07-01-2025
SKU10568,Blue Yeti Microphone,IT Equipment,Vertex Solutions,Bengaluru WH,447,122,328,241,28,34192.89,18-07-2025
SKU10569,Office Chair,Electronics,Prime Supplies,Bengaluru WH,128,144,165,107,72,32978.66,14-02-2024
SKU10570,JBL Headset,Electronics,,Pune WH,477,66,182,361,24,5027.8,07-08-2025
SKU10571,LG LED Screen,office supplies,Apex Distributors,Mumbai WH,378,198,501,75,87,18381.07,12-09-2025
SKU10572,Cisco Switch,Electronics,,Mumbai WH,417,36,6,447,46,18110.21,01-03-2025
SKU10573,Seagate Hard Drive,Office Supplies,TechNova Pvt Ltd,Mumbai WH,470,188,59,599,98,41739.38,20-03-2024
SKU10574,Samsung SSD,Office Supplies,,Pune WH,160,265,49,376,32,9736.66,03-11-2025
SKU10575,Blue Yeti Microphone,IT Equipment,Prime Supplies,Bengaluru WH,177,291,183,285,91,17962.37,14-04-2025
SKU10576,TP-Link Router,Office Supplies,,Bengaluru WH,409,218,106,521,41,16941.89,10-06-2024
SKU10577,Blue Yeti Microphone,Electronic,NextGen Systems,Delhi WH,323,226,360,189,60,38232.8,16-03-2025
SKU10578,Office Desk,Office Supplies,Vertex Solutions,Delhi WH,472,165,623,14,50,38308.84,17-09-2024
SKU10579,Dell Laptop,office supplies,TechNova Pvt Ltd,Nagpur WH,234,231,458,7,70,29828.57,14-06-2025
SKU10580,Samsung SSD,electronics,NextGen Systems,Mumbai WH,119,154,3,270,58,38599.0,07-12-2025
SKU10581,Blue Yeti Microphone,Office Supplies,Global Traders,Mumbai WH,471,141,566,46,85,1983.04,30-12-2024
SKU10582,Office Desk,electronics,Vertex Solutions,Nagpur WH,129,70,67,132,66,40572.6,04-04-2024
SKU10583,Logitech Keyboard,office supplies,NextGen Systems,Delhi WH,342,204,582,-36,47,8727.83,07-12-2025
SKU10584,Logitech Webcam,Electronics,,Mumbai WH,409,295,97,607,96,39028.08,08-12-2024
SKU10585,Samsung SSD,office supplies,TechNova Pvt Ltd,Delhi WH,228,222,213,237,35,2800.98,20-06-2025
SKU10586,Canon Printer,Electronic,Vertex Solutions,Pune WH,71,163,276,-42,92,2620.94,06-02-2025
SKU10587,Samsung SSD,IT Equipment,Apex Distributors,Delhi WH,278,294,516,56,31,7485.82,10-12-2024
SKU10588,Blue Yeti Microphone,IT Equipment,Apex Distributors,Mumbai WH,92,243,292,43,26,19986.5,20-03-2025
SKU10589,Blue Yeti Microphone,electronics,,Delhi WH,446,66,138,374,81,32647.2,19-07-2024
SKU10590,Logitech Keyboard,Electronic,,Nagpur WH,337,268,252,353,51,34268.42,12-08-2025
SKU10591,Lenovo Tablet,Electronic,NextGen Systems,Pune WH,95,57,171,-19,72,16104.84,31-08-2025
SKU10592,TP-Link Router,Electronic,,Bengaluru WH,385,12,394,3,59,7376.34,15-02-2024
SKU10593,Canon Printer,office supplies,Prime Supplies,Mumbai WH,468,119,204,383,67,37005.12,05-09-2024
SKU10594,Dell Laptop,Electronic,Prime Supplies,Nagpur WH,367,75,444,-2,56,22558.07,24-01-2024
SKU10595,JBL Headset,Office Supplies,Apex Distributors,Bengaluru WH,219,107,275,51,47,24203.01,24-05-2024
SKU10596,Dell Docking Station,Electronics,Apex Distributors,Pune WH,405,9,192,222,94,3099.49,24-07-2024
SKU10597,Dell Laptop,Electronics,,Nagpur WH,454,138,54,538,79,33182.78,06-11-2025
SKU10598,HP Scanner,electronics,,Bengaluru WH,234,55,9,280,57,48832.94,11-04-2024
SKU10599,Blue Yeti Microphone,Electronics,Global Traders,Pune WH,211,248,443,16,96,25082.48,13-04-2025
SKU10599,Samsung SSD,Office Supplies,Apex Distributors,Nagpur WH,-337,11,20,-346,,24547.65,09-06-2024
SKU10601,Logitech Webcam,electronics,Apex Distributors,Mumbai WH,59,177,180,56,65,31327.04,31-01-2025
SKU10602,Canon Printer,Electronic,,Pune WH,467,15,286,196,48,4480.97,26-01-2025
SKU10603,Office Desk,electronics,,Nagpur WH,316,116,213,219,50,45495.8,03-12-2024
SKU10604,Canon Printer,Office Supplies,Vertex Solutions,Pune WH,279,277,134,422,46,15519.02,23-12-2025
SKU10605,Office Desk,electronics,NextGen Systems,Mumbai WH,318,69,220,167,38,27911.28,01-05-2024
SKU10606,Office Chair,IT Equipment,,Nagpur WH,144,162,74,232,23,22205.92,14-10-2025
SKU10607,Dell Mouse,electronics,Global Traders,Mumbai WH,428,140,155,413,44,38146.13,18-09-2025
SKU10608,Samsung SSD,electronics,TechNova Pvt Ltd,Nagpur WH,365,136,236,265,96,4065.82,03-05-2025
SKU10609,Epson Projector,electronics,,Delhi WH,118,257,309,66,80,23744.96,16-06-2024
SKU10610,Dell Laptop,Electronic,,Pune WH,148,115,16,247,72,37144.1,26-07-2024
SKU10611,APC UPS,Office Supplies,,Nagpur WH,437,104,67,474,42,43352.07,09-09-2024
SKU10612,HP Scanner,office supplies,NextGen Systems,Delhi WH,268,207,42,433,97,30614.09,08-08-2025
SKU10613,Dell Docking Station,Electronics,,Delhi WH,354,274,537,91,24,41367.8,13-02-2024
SKU10614,HP Scanner,office supplies,TechNova Pvt Ltd,Bengaluru WH,499,125,531,93,88,19431.15,07-10-2025
SKU10615,HP Scanner,Electronic,Apex Distributors,Delhi WH,75,97,74,98,76,8407.68,28-10-2024
SKU10616,Canon Printer,IT Equipment,,Mumbai WH,363,27,353,37,86,36160.07,25-04-2024
SKU10617,Canon Printer,IT Equipment,,Nagpur WH,142,299,480,-39,89,22599.2,02-07-2024
SKU10618,Seagate Hard Drive,Electronic,Global Traders,Mumbai WH,282,103,232,153,31,4650.44,24-12-2025
SKU10619,HP Scanner,office supplies,Global Traders,Delhi WH,280,185,87,378,87,27562.26,14-02-2024
SKU10620,Canon Printer,electronics,Global Traders,Pune WH,443,87,343,187,92,38480.92,22-02-2024
SKU10621,Logitech Webcam,office supplies,Global Traders,Mumbai WH,264,157,158,263,77,44937.24,26-07-2024
SKU10622,Cisco Switch,IT Equipment,TechNova Pvt Ltd,Bengaluru WH,51,129,3,177,78,44146.88,31-08-2024
SKU10623,APC UPS,Electronics,TechNova Pvt Ltd,Pune WH,161,243,232,172,72,44120.18,11-10-2024
SKU10624,TP-Link Router,electronics,TechNova Pvt Ltd,Nagpur WH,367,285,212,440,26,1932.38,03-02-2024
SKU10625,Office Chair,Electronics,TechNova Pvt Ltd,Mumbai WH,391,295,617,69,58,20906.15,01-07-2024
SKU10626,Office Desk,Office Supplies,Global Traders,Delhi WH,132,145,312,-35,96,37491.81,03-01-2025
SKU10627,Epson Projector,IT Equipment,Prime Supplies,Delhi WH,68,47,76,39,61,42181.15,07-03-2024
SKU10628,Seagate Hard Drive,Electronic,,Bengaluru WH,199,241,68,372,35,10571.28,02-08-2024
SKU10629,Dell Docking Station,Electronics,,Bengaluru WH,363,29,55,337,93,46701.19,24-12-2025
SKU10630,Seagate Hard Drive,Office Supplies,NextGen Systems,Pune WH,197,218,311,104,60,30753.07,23-05-2025
SKU10631,LG LED Screen,electronics,Apex Distributors,Pune WH,316,254,504,66,43,178.89,25-01-2024
SKU10632,LG LED Screen,IT Equipment,,Mumbai WH,288,60,377,-29,46,16756.23,27-07-2025
SKU10633,Logitech Webcam,Electronic,Prime Supplies,Nagpur WH,462,108,11,559,45,15084.17,17-07-2025
SKU10634,Office Chair,IT Equipment,TechNova Pvt Ltd,Pune WH,215,3,58,160,62,9781.38,12-12-2024
SKU10635,Canon Printer,IT Equipment,Global Traders,Delhi WH,394,245,485,154,24,44613.71,03-07-2025
SKU10636,HP Monitor,Office Supplies,Apex Distributors,Bengaluru WH,221,236,401,56,72,36275.71,19-11-2024
SKU10637,Office Desk,office supplies,NextGen Systems,Nagpur WH,334,274,19,589,46,3404.03,01-06-2024
SKU10638,Blue Yeti Microphone,electronics,,Pune WH,193,15,173,35,68,29800.07,11-11-2024
SKU10639,Lenovo Tablet,Electronics,,Pune WH,411,161,32,540,54,18642.02,05-11-2024
SKU10640,Dell Mouse,Electronic,TechNova Pvt Ltd,Pune WH,160,268,154,274,42,45676.36,30-03-2025
SKU10641,Canon Printer,electronics,NextGen Systems,Delhi WH,309,12,247,74,84,36648.81,20-06-2025
SKU10642,Dell Docking Station,office supplies,Global Traders,Pune WH,208,167,73,302,32,36256.07,15-04-2025
SKU10643,Logitech Webcam,Electronics,Prime Supplies,Nagpur WH,248,267,118,397,20,23397.11,17-02-2024
SKU10644,Dell Laptop,Office Supplies,Apex Distributors,Pune WH,102,266,392,-24,59,16111.93,16-07-2024
SKU10645,APC UPS,office supplies,Prime Supplies,Nagpur WH,196,141,272,65,60,7551.1,07-10-2024
SKU10646,Dell Docking Station,Electronics,Vertex Solutions,Bengaluru WH,108,7,159,-44,91,17580.88,22-11-2024
SKU10647,Samsung SSD,electronics,Prime Supplies,Nagpur WH,188,72,145,115,93,30701.82,12-12-2024
SKU10648,Dell Laptop,IT Equipment,TechNova Pvt Ltd,Mumbai WH,326,227,51,502,36,19241.62,29-03-2024
SKU10649,Office Desk,office supplies,,Bengaluru WH,268,200,183,285,96,17845.65,06-12-2024
SKU10650,Logitech Keyboard,IT Equipment,Global Traders,Mumbai WH,468,101,546,23,,40661.27,16-12-2025
SKU10651,APC UPS,IT Equipment,Vertex Solutions,Pune WH,289,49,233,105,59,7271.71,23-09-2025
SKU10652,Office Chair,Electronic,,Delhi WH,182,186,200,168,43,1610.18,01-05-2025
SKU10653,TP-Link Router,Electronic,NextGen Systems,Bengaluru WH,107,179,245,41,79,28776.45,04-06-2025
SKU10654,Blue Yeti Microphone,office supplies,Prime Supplies,Nagpur WH,102,207,54,255,61,26684.0,14-02-2025
SKU10655,Samsung SSD,Office Supplies,Global Traders,Delhi WH,352,211,244,319,99,19252.44,14-12-2024
SKU10656,Office Desk,Electronic,Vertex Solutions,Pune WH,156,220,401,-25,75,33164.35,20-03-2024
SKU10657,Office Desk,Office Supplies,,Nagpur WH,428,293,498,223,34,27798.88,31-03-2025
SKU10658,LG LED Screen,Electronics,,Nagpur WH,140,157,207,90,28,24765.33,07-11-2025
SKU10659,Office Desk,office supplies,TechNova Pvt Ltd,Pune WH,81,46,55,72,37,33077.98,08-04-2025
SKU10659,Office Desk,IT Equipment,Vertex Solutions,Pune WH,322,149,399,72,98,34107.69,20-11-2024
SKU10661,Epson Projector,Electronics,TechNova Pvt Ltd,Bengaluru WH,203,291,311,183,75,49322.44,17-02-2025
SKU10662,Epson Projector,Office Supplies,TechNova Pvt Ltd,Mumbai WH,483,65,301,247,27,35197.37,02-01-2025
SKU10663,Lenovo Tablet,office supplies,,Nagpur WH,106,144,15,235,50,35617.51,19-02-2025
SKU10664,Cisco Switch,electronics,Vertex Solutions,Bengaluru WH,245,222,216,251,42,19291.29,03-01-2025
SKU10665,Canon Printer,electronics,TechNova Pvt Ltd,Mumbai WH,480,213,157,536,56,32454.62,27-05-2024
SKU10666,Canon Printer,Electronics,Global Traders,Delhi WH,419,249,673,-5,75,43021.62,13-12-2025
SKU10667,Dell Docking Station,IT Equipment,,Delhi WH,359,217,184,392,78,17829.83,09-07-2024
SKU10668,Samsung SSD,office supplies,Apex Distributors,Delhi WH,267,3,295,-25,83,46335.57,13-08-2025
SKU10669,Cisco Switch,office supplies,NextGen Systems,Mumbai WH,237,17,19,235,92,29055.41,08-12-2025
SKU10670,Seagate Hard Drive,IT Equipment,Prime Supplies,Bengaluru WH,90,72,186,-24,87,44506.78,31-03-2024
SKU10671,Blue Yeti Microphone,Office Supplies,Apex Distributors,Bengaluru WH,175,241,322,94,29,2733.44,17-12-2024
SKU10672,Dell Docking Station,IT Equipment,NextGen Systems,Delhi WH,323,5,240,88,78,17710.44,28-10-2024
SKU10673,Logitech Webcam,office supplies,Apex Distributors,Mumbai WH,198,85,18,265,96,31502.07,15-08-2025
SKU10674,LG LED Screen,Electronics,Apex Distributors,Delhi WH,136,293,26,403,57,4217.26,01-06-2025
SKU10675,LG LED Screen,Electronic,Apex Distributors,Nagpur WH,-89,142,129,-76,36,808.73,24-04-2024
SKU10676,Canon Printer,office supplies,,Nagpur WH,359,89,465,-17,95,40411.25,24-09-2024
SKU10677,Dell Docking Station,Electronics,NextGen Systems,Mumbai WH,450,120,496,74,43,48370.55,01-09-2025
SKU10678,HP Scanner,electronics,,Pune WH,470,78,507,41,72,10621.75,19-12-2024
SKU10679,TP-Link Router,IT Equipment,,Delhi WH,77,135,59,153,26,15138.22,29-06-2025
SKU10680,Cisco Switch,Electronic,Global Traders,Bengaluru WH,169,194,349,14,69,43526.86,13-01-2024
SKU10681,Dell Docking Station,office supplies,TechNova Pvt Ltd,Mumbai WH,197,229,195,231,60,45893.84,14-10-2025
SKU10682,Office Chair,Electronic,Apex Distributors,Mumbai WH,231,221,312,140,54,12841.66,21-08-2025
SKU10683,JBL Headset,Office Supplies,NextGen Systems,Pune WH,250,236,247,239,95,15732.16,11-01-2024
SKU10684,Dell Laptop,IT Equipment,Prime Supplies,Bengaluru WH,394,4,425,-27,28,5284.97,01-04-2025
SKU10685,Seagate Hard Drive,electronics,TechNova Pvt Ltd,Mumbai WH,229,112,371,-30,56,31007.92,28-02-2024
SKU10686,Logitech Keyboard,Office Supplies,Global Traders,Delhi WH,354,111,124,341,35,32854.09,25-10-2025
SKU10687,TP-Link Router,Electronic,Apex Distributors,Delhi WH,339,94,458,-25,34,33057.84,18-03-2024
SKU10688,Office Chair,Electronic,Global Traders,Mumbai WH,377,232,283,326,74,13936.65,04-03-2024
SKU10689,Seagate Hard Drive,Electronic,Global Traders,Delhi WH,245,198,170,273,27,3562.98,24-07-2024
SKU10690,Dell Mouse,electronics,,Pune WH,362,201,182,381,82,30736.92,18-04-2024
SKU10691,Logitech Keyboard,Electronics,Apex Distributors,Delhi WH,276,132,52,356,24,1036.36,24-05-2025
SKU10692,Seagate Hard Drive,electronics,NextGen Systems,Delhi WH,126,0,9,117,69,28774.55,11-06-2025
SKU10693,HP Scanner,office supplies,Prime Supplies,Bengaluru WH,412,251,489,174,75,11369.76,28-01-2025
SKU10694,Blue Yeti Microphone,Electronic,NextGen Systems,Nagpur WH,402,246,124,524,92,20090.68,09-10-2025
SKU10695,Office Chair,Electronics,,Nagpur WH,381,46,187,240,88,32424.85,29-06-2024
SKU10696,Logitech Webcam,office supplies,,Mumbai WH,333,20,196,157,44,31567.79,02-01-2025
SKU10697,JBL Headset,electronics,TechNova Pvt Ltd,Pune WH,299,43,323,19,76,1365.69,30-08-2025
SKU10698,Blue Yeti Microphone,office supplies,Apex Distributors,Delhi WH,172,250,199,223,28,26743.61,05-04-2025
SKU10699,Office Chair,office supplies,TechNova Pvt Ltd,Delhi WH,58,18,43,33,27,5997.54,31-10-2025
SKU10700,Blue Yeti Microphone,electronics,Vertex Solutions,Mumbai WH,391,267,469,189,,1940.2,24-05-2024
SKU10701,HP Monitor,electronics,Global Traders,Mumbai WH,300,9,241,68,99,8695.23,21-02-2024
SKU10702,TP-Link Router,Office Supplies,Prime Supplies,Mumbai WH,207,49,233,23,98,5797.57,01-09-2025
SKU10703,Lenovo Tablet,Electronic,,Nagpur WH,459,112,64,507,45,6128.04,01-12-2025
SKU10704,JBL Headset,Electronics,Global Traders,Nagpur WH,344,279,140,483,61,3254.77,07-10-2024
SKU10705,Blue Yeti Microphone,electronics,,Pune WH,122,212,86,248,67,46291.21,11-02-2024
SKU10706,LG LED Screen,IT Equipment,Global Traders,Mumbai WH,118,51,202,-33,100,43993.38,23-03-2024
SKU10707,Office Desk,Electronic,,Delhi WH,53,3,22,34,31,34648.68,30-07-2024
SKU10708,Lenovo Tablet,electronics,Global Traders,Bengaluru WH,123,138,267,-6,77,34614.51,02-09-2025
SKU10709,Logitech Webcam,Electronic,,Mumbai WH,142,255,313,84,31,27929.75,15-07-2024
SKU10710,Epson Projector,Office Supplies,Vertex Solutions,Delhi WH,110,271,48,333,99,38539.53,06-11-2025
SKU10711,Dell Mouse,electronics,,Delhi WH,156,141,27,270,44,8898.56,17-11-2025
SKU10712,JBL Headset,IT Equipment,Apex Distributors,Nagpur WH,72,27,93,6,56,30879.29,09-04-2025
SKU10713,TP-Link Router,electronics,TechNova Pvt Ltd,Delhi WH,72,53,13,112,88,25793.7,13-03-2024
SKU10714,Office Chair,IT Equipment,Vertex Solutions,Nagpur WH,170,227,303,94,94,11580.16,22-04-2024
SKU10715,Lenovo Tablet,electronics,,Pune WH,216,116,50,282,50,3769.13,22-08-2025
SKU10716,JBL Headset,Office Supplies,,Pune WH,298,27,223,102,38,19427.78,19-05-2024
SKU10717,Seagate Hard Drive,electronics,NextGen Systems,Pune WH,284,99,323,60,65,1701.52,05-08-2025
SKU10718,APC UPS,IT Equipment,,Pune WH,80,143,69,154,34,38040.95,13-08-2024
